DeLa,Id,PinaLa,Tip,Zile,RestrictiiTren_Id
"20141214","1","20151212","Da","16767",900
"20141214","1","20150612","Da","383",901
"20150914","2","20151212","Da","383",901
"20141214","1","20151212","Da","863",902
"20141214","1","20151212","Da","16767",903
"20141214","1","20151212","Da","16767",904
"20141214","1","20151212","Da","16767",905
"20141214","1","20151212","Da","16767",906
"20141214","1","20151212","Da","383",907
"20141214","1","20151212","Da","16767",908
"20141214","1","20141219","Da","287",909
"20150105","2","20150130","Da","287",909
"20150209","3","20150410","Da","287",909
"20150420","4","20150619","Da","287",909
"20150914","5","20151212","Da","287",909
"20141214","1","20151212","Da","16767",910
"20141214","1","20151212","Da","16767",911
"20141214","1","20141221","Da","799",912
"20141225","2","20141228","Da","799",912
"20150101","3","20150108","Da","799",912
"20150110","4","20150201","Da","799",912
"20150207","5","20150413","Da","799",912
"20150418","6","20150621","Da","799",912
"20150627","7","20150628","Da","799",912
"20150704","8","20150705","Da","799",912
"20150711","9","20150712","Da","799",912
"20150718","10","20150719","Da","799",912
"20150725","11","20150726","Da","799",912
"20150801","12","20150802","Da","799",912
"20150808","13","20150809","Da","799",912
"20150815","14","20150816","Da","799",912
"20150822","15","20150823","Da","799",912
"20150829","16","20150830","Da","799",912
"20150905","17","20150906","Da","799",912
"20150912","18","20151212","Da","799",912
"20141214","1","20151212","Da","16767",913
"20141214","1","20151212","Da","16767",914
"20141214","1","20151212","Da","16767",915
"20141214","1","20151212","Da","16767",916
"20141214","1","20151212","Da","16767",917
"20141214","1","20151212","Da","16767",918
"20141214","1","20151212","Da","16767",919
"20141214","1","20151212","Da","351",920
"20141214","1","20151212","Da","16767",921
"20141214","1","20151212","Da","383",922
"20141214","1","20151212","Da","16767",923
"20141214","1","20141224","Da","287",924
"20141227","2","20141231","Da","287",924
"20150103","3","20150412","Da","287",924
"20150414","4","20150430","Da","287",924
"20150502","5","20150531","Da","287",924
"20150602","6","20151129","Da","287",924
"20151202","7","20151212","Da","287",924
"20141214","1","20151212","Da","16767",925
"20141214","1","20151212","Da","16767",926
"20141214","1","20151212","Da","319",927
"20141214","1","20151212","Da","16767",928
"20141214","1","20141221","Da","287",929
"20141227","2","20141228","Da","287",929
"20150103","3","20150201","Da","287",929
"20150207","4","20150412","Da","287",929
"20150418","5","20150430","Da","287",929
"20150502","6","20150531","Da","287",929
"20150602","7","20150620","Da","287",929
"20150627","8","20150628","Da","287",929
"20150704","9","20150705","Da","287",929
"20150711","10","20150712","Da","287",929
"20150718","11","20150719","Da","287",929
"20150725","12","20150726","Da","287",929
"20150801","13","20150802","Da","287",929
"20150808","14","20150809","Da","287",929
"20150815","15","20150816","Da","287",929
"20150822","16","20150823","Da","287",929
"20150829","17","20150830","Da","287",929
"20150905","18","20150906","Da","287",929
"20150912","19","20151129","Da","287",929
"20151202","20","20151212","Da","287",929
"20141214","1","20151212","Da","16767",930
"20141214","1","20151212","Da","16767",931
"20141214","1","20151212","Da","351",932
"20141214","1","20151212","Da","16767",933
"20141214","1","20151212","Da","16767",934
"20150501","1","20151212","Da","383",935
"20141214","1","20151212","Da","16767",936
"20141214","1","20151212","Da","16767",937
"20141214","1","20151212","Da","16767",938
"20141214","1","20150702","Da","383",939
"20150907","2","20151212","Da","383",939
"20141214","1","20151212","Da","799",940
"20141214","1","20151212","Da","16767",941
"20141214","1","20151212","Da","863",942
"20131215","1","20151212","Da","383",943
"20141214","1","20151212","Da","16767",944
"20131215","1","20151212","Da","383",945
"20141214","1","20141224","Da","287",946
"20141227","2","20141231","Da","287",946
"20150103","3","20150412","Da","287",946
"20150414","4","20150430","Da","287",946
"20150502","5","20150531","Da","287",946
"20150602","6","20151129","Da","287",946
"20151202","7","20151212","Da","287",946
"20150614","1","20150913","Da","383",947
"20141214","1","20151212","Da","16767",948
"20141214","1","20151212","Da","16767",949
"20141214","1","20151212","Da","16767",950
"20141214","1","20151212","Da","16767",951
"20141214","1","20151212","Da","16767",952
"20141214","1","20151212","Da","16767",953
"20141214","1","20151212","Da","351",954
"20141214","1","20150612","Da","383",955
"20150914","2","20151212","Da","383",955
"20141214","1","20151212","Da","16767",956
"20141214","1","20150612","Da","383",957
"20150913","2","20151212","Da","383",957
"20141214","1","20151212","Da","16767",958
"20141214","1","20151212","Da","16767",959
"20141214","1","20151212","Da","16767",960
"20141214","1","20151212","Da","16767",961
"20141214","1","20151212","Da","16767",962
"20141214","1","20151212","Da","16767",963
"20141214","1","20151212","Da","351",964
"20141214","1","20151212","Da","351",965
"20141214","1","20151212","Da","287",966
"20141214","1","20151212","Da","16767",967
"20141214","1","20151212","Da","352",968
"20141214","1","20141221","Da","783",969
"20150103","2","20150103","Da","783",969
"20150105","3","20150131","Da","783",969
"20150208","4","20150412","Da","783",969
"20150419","5","20150430","Da","783",969
"20150502","6","20150531","Da","783",969
"20150602","7","20150620","Da","783",969
"20150912","8","20151129","Da","783",969
"20151202","9","20151212","Da","783",969
"20141214","1","20141224","Da","287",970
"20141227","2","20141231","Da","287",970
"20150103","3","20150412","Da","287",970
"20150414","4","20150430","Da","287",970
"20150502","5","20150531","Da","287",970
"20150602","6","20151129","Da","287",970
"20151202","7","20151212","Da","287",970
"20141214","1","20151212","Da","16767",971
"20141214","1","20151212","Da","16767",972
"20141214","1","20151212","Da","16767",973
"20141214","1","20151212","Da","16767",974
"20141214","1","20151212","Da","16767",975
"20141214","1","20141219","Da","287",976
"20150105","2","20150130","Da","287",976
"20150209","3","20150410","Da","287",976
"20150420","4","20150619","Da","287",976
"20150914","5","20151212","Da","287",976
"20141214","1","20151212","Da","319",977
"20141214","1","20151212","Da","351",978
"20141214","1","20151212","Da","16767",979
"20141214","1","20151212","Da","16767",980
"20141214","1","20151212","Da","287",981
"20141214","1","20151212","Da","16767",982
"20141214","1","20151212","Da","16767",983
"20141214","1","20151212","Da","287",984
"20141214","1","20151212","Da","16767",985
"20141214","1","20151212","Da","383",986
"20141214","1","20151212","Da","16767",987
"20141214","1","20151212","Da","16767",988
"20141214","1","20151212","Da","16767",989
"20141214","1","20151212","Da","16767",990
"20141214","1","20151212","Da","16767",991
"20141214","1","20151212","Da","16767",992
"20141214","1","20150612","Da","383",993
"20150914","2","20151212","Da","383",993
"20141214","1","20151212","Da","16767",994
"20141214","1","20151212","Da","16767",995
"20141214","1","20151212","Da","799",996
"20141214","1","20151212","Da","16767",997
"20141214","1","20151212","Da","16767",998
"20141214","1","20151212","Da","319",999
"20141214","1","20151212","Da","16767",1000
"20150612","1","20150912","Da","383",1001
"20141214","1","20150611","Da","383",1002
"20150914","2","20151212","Da","383",1002
"20141214","1","20151212","Da","16767",1003
"20141214","1","20151212","Da","319",1004
"20141214","1","20151212","Da","16767",1005
"20141214","1","20151212","Da","16767",1006
"20141214","1","20151212","Da","16767",1007
"20141214","1","20141219","Da","287",1008
"20150105","2","20150130","Da","287",1008
"20150209","3","20150410","Da","287",1008
"20150420","4","20150619","Da","287",1008
"20150914","5","20151212","Da","287",1008
"20141214","1","20151212","Da","16767",1009
"20141214","1","20151212","Da","16767",1010
"20141214","1","20151212","Da","16767",1011
"20141214","1","20150611","Da","383",1012
"20150905","2","20151212","Da","383",1012
"20141214","1","20151212","Da","375",1013
"20141214","1","20151212","Da","16767",1014
"20141214","1","20151212","Da","16767",1015
"20141214","1","20151212","Da","16767",1016
"20141214","1","20151212","Da","16767",1017
"20141214","1","20151212","Da","16767",1018
"20141214","1","20151212","Da","16767",1019
"20141214","1","20151212","Da","16767",1020
"20141214","1","20151212","Da","16767",1021
"20141214","1","20151212","Da","351",1022
"20141214","1","20151212","Da","16767",1023
"20141214","1","20151212","Da","351",1024
"20141214","1","20151212","Da","16767",1025
"20141214","1","20150613","Da","383",1026
"20150914","2","20151212","Da","383",1026
"20141214","1","20151212","Da","799",1027
"20141214","1","20151212","Da","16767",1028
"20141214","1","20151212","Da","799",1029
"20141214","1","20151212","Da","16767",1030
"20141214","1","20151212","Da","16767",1031
"20141214","1","20151212","Da","16767",1032
"20141214","1","20141224","Da","287",1033
"20141227","2","20141231","Da","287",1033
"20150103","3","20150412","Da","287",1033
"20150414","4","20150430","Da","287",1033
"20150502","5","20150531","Da","287",1033
"20150602","6","20151129","Da","287",1033
"20151202","7","20151212","Da","287",1033
"20141214","1","20151212","Da","16767",1034
"20141214","1","20151212","Da","16767",1035
"20141214","1","20151212","Da","16767",1036
"20141214","1","20151212","Da","16767",1037
"20141214","1","18991230","Da","383",1038
"20141214","1","20151212","Da","16767",1039
"20141214","1","20151212","Da","16767",1040
"20150703","1","20150906","Da","383",1041
"20141214","1","20151212","Da","16767",1042
"20141214","1","20151212","Da","287",1043
"20141214","1","20151212","Da","16767",1044
"20141214","1","20151212","Da","16767",1045
"20141214","1","20141224","Da","287",1046
"20141227","2","20141231","Da","287",1046
"20150103","3","20150412","Da","287",1046
"20150414","4","20150430","Da","287",1046
"20150502","5","20150531","Da","287",1046
"20150602","6","20151129","Da","287",1046
"20151202","7","20151212","Da","287",1046
"20141214","1","20141224","Da","799",1047
"20141227","2","20141231","Da","799",1047
"20150103","3","20150412","Da","799",1047
"20150414","4","20150430","Da","799",1047
"20150502","5","20150531","Da","799",1047
"20150602","6","20151129","Da","799",1047
"20151202","7","20151212","Da","799",1047
"20141214","1","20151212","Da","16767",1048
"20141214","1","20151212","Da","16767",1049
"20141214","1","20151212","Da","383",1050
"20141214","1","20151212","Da","16767",1051
"20141214","1","20141220","Da","320",1052
"20141222","2","20141227","Da","320",1052
"20141229","3","20150103","Da","320",1052
"20150105","4","20150131","Da","320",1052
"20150202","5","20150207","Da","320",1052
"20150209","6","20150411","Da","320",1052
"20150413","7","20150418","Da","320",1052
"20150420","8","20150620","Da","320",1052
"20150622","9","20150627","Da","320",1052
"20150629","10","20150704","Da","320",1052
"20150706","11","20150711","Da","320",1052
"20150713","12","20150718","Da","320",1052
"20150720","13","20150725","Da","320",1052
"20150727","14","20150801","Da","320",1052
"20150803","15","20150808","Da","320",1052
"20150810","16","20150815","Da","320",1052
"20150817","17","20150822","Da","320",1052
"20150824","18","20150829","Da","320",1052
"20150831","19","20150905","Da","320",1052
"20150907","20","20150912","Da","320",1052
"20150914","21","20151212","Da","320",1052
"20141214","1","20151212","Da","383",1053
"20141214","1","20151212","Da","319",1054
"20141214","1","20151212","Da","16767",1055
"20141214","1","20151212","Da","16767",1056
"20141214","1","20151212","Da","16767",1057
"20141214","1","20151212","Da","16767",1058
"20141214","1","20151212","Da","16767",1059
"20141214","1","20151212","Da","16767",1060
"20141214","1","20151212","Da","16767",1061
"20141214","1","20151212","Da","16767",1062
"20141214","1","20151212","Da","16767",1063
"20141214","1","20151212","Da","16767",1064
"20141214","1","20141221","Da","799",1065
"20150103","2","20150131","Da","799",1065
"20150207","3","20150412","Da","799",1065
"20150418","4","20150430","Da","799",1065
"20150502","5","20150531","Da","799",1065
"20150602","6","20150621","Da","799",1065
"20150801","7","20150801","Da","799",1065
"20150912","8","20151129","Da","799",1065
"20151202","9","20151212","Da","799",1065
"20141214","1","20151212","Da","319",1066
"20141214","1","20151212","Da","16767",1067
"20141214","1","20151212","Da","383",1068
"20141214","1","20151212","Da","352",1069
"20141214","1","20151212","Da","16767",1070
"20141214","1","20151212","Da","16767",1071
"20141214","1","20151212","Da","319",1072
"20141214","1","20151212","Da","287",1073
"20141214","1","20151212","Da","16767",1074
"20141214","1","20151212","Da","16767",1075
"20141214","1","20151212","Da","16767",1076
"20141214","1","20151212","Da","16767",1077
"20141214","1","20151212","Da","16767",1078
"20141214","1","20150612","Da","383",1079
"20150913","2","20151212","Da","383",1079
"20141214","1","20151212","Da","16767",1080
"20141214","1","20151212","Da","287",1081
"20141214","1","20151212","Da","16767",1082
"20141214","1","20151212","Da","16767",1083
"20141214","1","20151212","Da","16767",1084
"20141214","1","20151212","Da","16767",1085
"20141214","1","20151212","Da","863",1086
"20141214","1","20151212","Da","16767",1087
"20141214","1","20151212","Da","287",1088
"20141214","1","20151212","Da","16767",1089
"20141214","1","20151212","Da","16767",1090
"20141214","1","20151212","Da","799",1091
"20141214","1","20150613","Da","383",1092
"20150916","2","20151212","Da","383",1092
"20141214","1","20151212","Da","16767",1093
"20141214","1","20151212","Da","16767",1094
"20141214","1","20151212","Da","799",1095
"20150612","1","20150913","Da","383",1096
"20141214","1","20151212","Da","16767",1097
"20141214","1","20151212","Da","16767",1098
"20141214","1","20151212","Da","16767",1099
"20141214","1","20151212","Da","16767",1100
"20141214","1","20151212","Da","16767",1101
"20141214","1","20151212","Da","16767",1102
"20141214","1","20151212","Da","16767",1103
"20141214","1","20151212","Da","16767",1104
"20141214","1","20151212","Da","16767",1105
"20141214","1","20151212","Da","16767",1106
"20141214","1","20151212","Da","16767",1107
"20141214","1","20151212","Da","16767",1108
"20141214","1","20151212","Da","16767",1109
"20150612","1","20150912","Da","383",1110
"20141214","1","20151212","Da","16767",1111
"20141214","1","20151212","Da","287",1112
"20141214","1","20151212","Da","16767",1113
"20141214","1","20151212","Da","16767",1114
"20141214","1","20151212","Da","16767",1115
"20141214","1","20151212","Da","16767",1116
"20141214","1","20141219","Da","287",1117
"20150103","2","20150131","Da","287",1117
"20150207","3","20150410","Da","287",1117
"20150418","4","20150430","Da","287",1117
"20150502","5","20150531","Da","287",1117
"20150602","6","20150619","Da","287",1117
"20150914","7","20151129","Da","287",1117
"20151202","8","20151212","Da","287",1117
"20141214","1","20151212","Da","16767",1118
"20150612","1","20150914","Da","383",1119
"20141214","1","20151212","Da","16767",1120
"20141214","1","20151212","Da","16767",1121
"20141214","1","20141219","Da","287",1122
"20150105","2","20150130","Da","287",1122
"20150209","3","20150410","Da","287",1122
"20150420","4","20150619","Da","287",1122
"20150914","5","20151212","Da","287",1122
"20141214","1","20151212","Da","16767",1123
"20141214","1","20151212","Da","16767",1124
"20141214","1","20151212","Da","383",1125
"20131215","1","20151212","Da","319",1126
"20141214","1","20151212","Da","16767",1127
"20141214","1","20151212","Da","16767",1128
"20141214","1","20151212","Da","319",1129
"20141214","1","20151212","Da","351",1130
"20141214","1","20151212","Da","16767",1131
"20141214","1","20151212","Da","16767",1132
"20141214","1","20151212","Da","16767",1133
"20141214","1","20151212","Da","16767",1134
"20141214","1","20151212","Da","351",1135
"20141214","1","20151212","Da","16767",1136
"20141214","1","20151212","Da","16767",1137
"20141214","1","20151212","Da","351",1138
"20150612","1","20150912","Da","383",1139
"20141214","1","20151212","Da","351",1140
"20141214","1","20141224","Da","799",1141
"20141227","2","20141231","Da","799",1141
"20150103","3","20150412","Da","799",1141
"20150414","4","20150430","Da","799",1141
"20150502","5","20150531","Da","799",1141
"20150602","6","20150630","Da","799",1141
"20150801","7","20150802","Da","799",1141
"20150901","8","20151129","Da","799",1141
"20151202","9","20151212","Da","799",1141
"20141214","1","20151212","Da","16767",1142
"20141214","1","20151212","Da","383",1143
"20141214","1","20151212","Da","16767",1144
"20141214","1","20151212","Da","16767",1145
"20141214","1","20151212","Da","16767",1146
"20141214","1","20151212","Da","799",1147
"20141214","1","20151212","Da","799",1148
"20141214","1","20151212","Da","16767",1149
"20141214","1","20151212","Da","383",1150
"20141214","1","20151212","Da","16767",1151
"20141214","1","20151212","Da","16767",1152
"20141214","1","20141224","Da","287",1153
"20141227","2","20141231","Da","287",1153
"20150103","3","20150412","Da","287",1153
"20150414","4","20150430","Da","287",1153
"20150502","5","20150531","Da","287",1153
"20150602","6","20151129","Da","287",1153
"20151202","7","20151212","Da","287",1153
"20141214","1","20151212","Da","16767",1154
"20141214","1","20151212","Da","16767",1155
"20141214","1","20141224","Da","799",1156
"20141227","2","20141231","Da","799",1156
"20150103","3","20150412","Da","799",1156
"20150414","4","20150430","Da","799",1156
"20150502","5","20150531","Da","799",1156
"20150602","6","20151129","Da","799",1156
"20151202","7","20151212","Da","799",1156
"20141214","1","20151212","Da","351",1157
"20141214","1","20151212","Da","16767",1158
"20141214","1","20151212","Da","16767",1159
"20141214","1","20151212","Da","16767",1160
"20141214","1","20151212","Da","16767",1161
"20141214","1","20151212","Da","16767",1162
"20141214","1","20151212","Da","287",1163
"20141214","1","20151212","Da","16767",1164
"20150613","1","20150913","Da","383",1165
"20141214","1","20151212","Da","16767",1166
"20141214","1","20151212","Da","16767",1167
"20141214","1","20151212","Da","287",1168
